Month Name,Month,Year,Query Count,Query Text,Month Num,RANK,,,,,,,,,,
May,,2018,19,open range employees,,13396,,,,,,,,,,
May,,2018,19,delayed accident report,,13396,,,,,,,,,,
May,,2018,19,job,,13396,,,,,,,,,,
May,,2018,19,emissions,,13396,,,,,,,,,,
May,,2018,19,staff directory,,13396,,,,,,,,,,
May,,2018,19,food truck,,13396,,,,,,,,,,
May,,2018,19,MNPS,,13396,,,,,,,,,,
May,,2018,19,Kelly Ann Lewis,,13396,,,,,,,,,,
May,,2018,19,airbnb,,13396,,,,,,,,,,
May,,2018,19,crime map,,13396,,,,,,,,,,
May,,2018,19,signs,,13396,,,,,,,,,,
May,,2018,19,job description,,13396,,,,,,,,,,
May,,2018,19,trespass waiver,,13396,,,,,,,,,,
May,,2018,19,property records,,13396,,,,,,,,,,
May,,2018,19,Hours,,13396,,,,,,,,,,
May,,2018,19,etemadi,,13396,,,,,,,,,,
May,,2018,19,mnpd,,13396,,,,,,,,,,
June,,2018,19,vacation,,13396,,,,,,,,,,
June,,2018,19,motor vehicle,,13396,,,,,,,,,,
June,,2018,19,Parks,,13396,,,,,,,,,,
June,,2018,19,traffic tickets,,13396,,,,,,,,,,
June,,2018,19,passport,,13396,,,,,,,,,,
June,,2018,19,low voltage,,13396,,,,,,,,,,
June,,2018,19,substance abuse,,13396,,,,,,,,,,
June,,2018,19,open data portal,,13396,,,,,,,,,,
June,,2018,19,alarm system,,13396,,,,,,,,,,
June,,2018,19,short term rental permits,,13396,,,,,,,,,,
June,,2018,19,davidson county,,13396,,,,,,,,,,
June,,2018,19,council meeting,,13396,,,,,,,,,,
June,,2018,19,short term rental permit,,13396,,,,,,,,,,
June,,2018,19,Property assessor,,13396,,,,,,,,,,
June,,2018,19,pay bill,,13396,,,,,,,,,,
June,,2018,19,tree removal permit,,13396,,,,,,,,,,
June,,2018,19,permit applications,,13396,,,,,,,,,,
June,,2018,19,name change,,13396,,,,,,,,,,
June,,2018,19,minutes,,13396,,,,,,,,,,
June,,2018,19,Property Maps,,13396,,,,,,,,,,
June,,2018,19,civil service policies,,13396,,,,,,,,,,
June,,2018,19,Marriage,,13396,,,,,,,,,,
June,,2018,19,Parcels,,13396,,,,,,,,,,
June,,2018,19,sheriff's office,,13396,,,,,,,,,,
July,,2018,19,accident report form,,13396,,,,,,,,,,
July,,2018,19,hub,,13396,,,,,,,,,,
July,,2018,19,Permit,,13396,,,,,,,,,,
July,,2018,19,Email,,13396,,,,,,,,,,
July,,2018,19,Property tax,,13396,,,,,,,,,,
July,,2018,19,zoning code,,13396,,,,,,,,,,
July,,2018,19,ordinance,,13396,,,,,,,,,,
July,,2018,19,vital records,,13396,,,,,,,,,,
July,,2018,19,parthenon,,13396,,,,,,,,,,
July,,2018,19,code,,13396,,,,,,,,,,
July,,2018,19,Personnel,,13396,,,,,,,,,,
July,,2018,19,setbacks,,13396,,,,,,,,,,
July,,2018,19,25 case,,13396,,,,,,,,,,
July,,2018,19,map parcel owner,,13396,,,,,,,,,,
July,,2018,19,warrants issued,,13396,,,,,,,,,,
July,,2018,19,directory,,13396,,,,,,,,,,
July,,2018,19,bza,,13396,,,,,,,,,,
August,,2018,19,map parcel owner,,13396,,,,,,,,,,
August,,2018,19,rental assistance,,13396,,,,,,,,,,
August,,2018,19,curbside recycling,,13396,,,,,,,,,,
August,,2018,19,phone number,,13396,,,,,,,,,,
August,,2018,19,contact,,13396,,,,,,,,,,
August,,2018,19,citizen police academy,,13396,,,,,,,,,,
August,,2018,19,nashville election commission,,13396,,,,,,,,,,
August,,2018,19,council district map,,13396,,,,,,,,,,
August,,2018,19,inspections,,13396,,,,,,,,,,
August,,2018,19,trash,,13396,,,,,,,,,,
August,,2018,19,health insurance,,13396,,,,,,,,,,
August,,2018,19,Pay bill,,13396,,,,,,,,,,
August,,2018,19,epermit,,13396,,,,,,,,,,
August,,2018,19,recycle,,13396,,,,,,,,,,
August,,2018,19,metro council members district,,13396,,,,,,,,,,
August,,2018,19,tuition reimbursement,,13396,,,,,,,,,,
August,,2018,19,accident,,13396,,,,,,,,,,
August,,2018,19,eviction notice,,13396,,,,,,,,,,
August,,2018,19,first day of school,,13396,,,,,,,,,,
August,,2018,19,emissions,,13396,,,,,,,,,,
August,,2018,19,benefits consultant,,13396,,,,,,,,,,
September,,2018,19,brush pickup,,13396,,,,,,,,,,
September,,2018,19,landlord registration,,13396,,,,,,,,,,
September,,2018,19,street lights,,13396,,,,,,,,,,
September,,2018,19,trash recycling,,13396,,,,,,,,,,
September,,2018,19,open range,,13396,,,,,,,,,,
September,,2018,19,insurance,,13396,,,,,,,,,,
September,,2018,19,internships,,13396,,,,,,,,,,
September,,2018,19,permit process,,13396,,,,,,,,,,
September,,2018,19,Wic,,13396,,,,,,,,,,
September,,2018,19,tax assessor,,13396,,,,,,,,,,
September,,2018,19,absentee ballot,,13396,,,,,,,,,,
September,,2018,19,property map,,13396,,,,,,,,,,
September,,2018,19,criminal background check,,13396,,,,,,,,,,
September,,2018,19,Carlos Watkins,,13396,,,,,,,,,,
September,,2018,19,Early voting,,13396,,,,,,,,,,
September,,2018,19,court clerk,,13396,,,,,,,,,,
October,,2018,19,charter metropolitan government nashville,,13396,,,,,,,,,,
October,,2018,19,food truck,,13396,,,,,,,,,,
October,,2018,19,historical commission,,13396,,,,,,,,,,
October,,2018,19,holiday,,13396,,,,,,,,,,
October,,2018,19,Flu shot,,13396,,,,,,,,,,
October,,2018,19,Metro water services salaries,,13396,,,,,,,,,,
October,,2018,19,Parcel viewer,,13396,,,,,,,,,,
October,,2018,19,Inmate,,13396,,,,,,,,,,
October,,2018,19,district,,13396,,,,,,,,,,
October,,2018,19,traffic accidents,,13396,,,,,,,,,,
October,,2018,19,notary commission,,13396,,,,,,,,,,
October,,2018,19,Arrests,,13396,,,,,,,,,,
October,,2018,19,meter permit,,13396,,,,,,,,,,
October,,2018,19,council district map,,13396,,,,,,,,,,
October,,2018,19,public records request,,13396,,,,,,,,,,
October,,2018,19,Ballot,,13396,,,,,,,,,,
October,,2018,19,email,,13396,,,,,,,,,,
October,,2018,19,epermit,,13396,,,,,,,,,,
October,,2018,19,Property search,,13396,,,,,,,,,,
October,,2018,19,traffic ticket,,13396,,,,,,,,,,
October,,2018,19,insurance,,13396,,,,,,,,,,
October,,2018,19,nutrition site monitor,,13396,,,,,,,,,,
November,,2018,19,longevity check,,13396,,,,,,,,,,
November,,2018,19,davidson county,,13396,,,,,,,,,,
November,,2018,19,Epermits,,13396,,,,,,,,,,
November,,2018,19,Parthenon,,13396,,,,,,,,,,
November,,2018,19,trash,,13396,,,,,,,,,,
November,,2018,19,holiday schedule,,13396,,,,,,,,,,
November,,2018,19,ESS,,13396,,,,,,,,,,
November,,2018,19,convenience centers,,13396,,,,,,,,,,
November,,2018,19,Harding place metro,,13396,,,,,,,,,,
November,,2018,19,negotiation,,13396,,,,,,,,,,
November,,2018,19,scooter,,13396,,,,,,,,,,
November,,2018,19,code enforcement,,13396,,,,,,,,,,
November,,2018,19,annual report,,13396,,,,,,,,,,
November,,2018,19,delayed accident report,,13396,,,,,,,,,,
November,,2018,19,centennial park,,13396,,,,,,,,,,
November,,2018,19,Open data,,13396,,,,,,,,,,
November,,2018,19,Pay scale,,13396,,,,,,,,,,
November,,2018,19,property search,,13396,,,,,,,,,,
November,,2018,19,Bobby v summers,,13396,,,,,,,,,,
November,,2018,19,auction,,13396,,,,,,,,,,
November,,2018,19,vacation time,,13396,,,,,,,,,,
November,,2018,19,Public works,,13396,,,,,,,,,,
January,1,2019,19,Certificate of occupancy,,13396,,,,,,,,,,
January,1,2019,19,Arrest,,13396,,,,,,,,,,
January,1,2019,19,bid,,13396,,,,,,,,,,
January,1,2019,19,drivers license,,13396,,,,,,,,,,
January,1,2019,19,alarm permit,,13396,,,,,,,,,,
January,1,2019,19,metro action,,13396,,,,,,,,,,
January,1,2019,19,budget,,13396,,,,,,,,,,
January,1,2019,19,job,,13396,,,,,,,,,,
January,1,2019,19,water services,,13396,,,,,,,,,,
January,1,2019,19,sevier park,,13396,,,,,,,,,,
January,1,2019,19,Opportunity now program assistant,,13396,,,,,,,,,,
January,1,2019,19,log in,,13396,,,,,,,,,,
January,1,2019,19,music city center,,13396,,,,,,,,,,
January,1,2019,19,holiday,,13396,,,,,,,,,,
January,1,2019,19,bond,,13396,,,,,,,,,,
February,2,2019,19,pay,,13396,,,,,,,,,,
February,2,2019,19,traffic,,13396,,,,,,,,,,
February,2,2019,19,bereavement,,13396,,,,,,,,,,
February,2,2019,19,im,,13396,,,,,,,,,,
February,2,2019,19,zoning map,,13396,,,,,,,,,,
February,2,2019,19,amazon,,13396,,,,,,,,,,
February,2,2019,19,Report,,13396,,,,,,,,,,
February,2,2019,19,Fire,,13396,,,,,,,,,,
February,2,2019,19,trash pick up,,13396,,,,,,,,,,
February,2,2019,19,traffic tickets,,13396,,,,,,,,,,
February,2,2019,19,HOLIDAY,,13396,,,,,,,,,,
February,2,2019,19,General sessions,,13396,,,,,,,,,,
March,3,2019,19,pothole,,13396,,,,,,,,,,
March,3,2019,19,Bulk pickup,,13396,,,,,,,,,,
March,3,2019,19,general sessions court,,13396,,,,,,,,,,
March,3,2019,19,arrest,,13396,,,,,,,,,,
March,3,2019,19,food truck,,13396,,,,,,,,,,
March,3,2019,19,Mugshot,,13396,,,,,,,,,,
March,3,2019,19,civil service commission,,13396,,,,,,,,,,
March,3,2019,19,traffic accidents,,13396,,,,,,,,,,
March,3,2019,19,hubNashville,,13396,,,,,,,,,,
March,3,2019,19,parks and recreation,,13396,,,,,,,,,,
March,3,2019,19,staff directory,,13396,,,,,,,,,,
March,3,2019,19,STD,,13396,,,,,,,,,,
April,4,2019,19,Bulk item pick up,,13396,,,,,,,,,,
April,4,2019,19,crime,,13396,,,,,,,,,,
April,4,2019,19,FMLA,,13396,,,,,,,,,,
April,4,2019,19,Summer program,,13396,,,,,,,,,,
April,4,2019,19,sign permit,,13396,,,,,,,,,,
April,4,2019,19,Deeds,,13396,,,,,,,,,,
April,4,2019,19,brush pick up,,13396,,,,,,,,,,
April,4,2019,19,Address,,13396,,,,,,,,,,
April,4,2019,19,Report accident,,13396,,,,,,,,,,
April,4,2019,19,STRP,,13396,,,,,,,,,,
April,4,2019,19,annual enrollment,,13396,,,,,,,,,,
April,4,2019,19,holiday,,13396,,,,,,,,,,
May,5,2019,19,summer camps,,13396,,,,,,,,,,
May,5,2019,19,ordinance,,13396,,,,,,,,,,
May,5,2019,19,fences,,13396,,,,,,,,,,
May,5,2019,19,court records,,13396,,,,,,,,,,
May,5,2019,19,2020 budget,,13396,,,,,,,,,,
May,5,2019,19,report accident,,13396,,,,,,,,,,
May,5,2019,19,Pothole repair,,13396,,,,,,,,,,
May,5,2019,19,contact,,13396,,,,,,,,,,
May,5,2019,19,Purchasing,,13396,,,,,,,,,,
May,5,2019,19,Std testing,,13396,,,,,,,,,,
May,5,2019,19,Community Oversight board,,13396,,,,,,,,,,
May,5,2019,19,zoning code,,13396,,,,,,,,,,
May,5,2019,19,notary public,,13396,,,,,,,,,,
May,5,2019,19,mapping,,13396,,,,,,,,,,
May,5,2019,19,hermitage community center,,13396,,,,,,,,,,
May,5,2019,19,Nashville,,13396,,,,,,,,,,
May,5,2019,19,Jury duty,,13396,,,,,,,,,,
May,5,2019,19,tickets,,13396,,,,,,,,,,
May,5,2019,19,criminal court,,13396,,,,,,,,,,
May,5,2019,19,fire,,13396,,,,,,,,,,
May,5,2019,19,retirement,,13396,,,,,,,,,,
May,5,2019,19,Crime map,,13396,,,,,,,,,,
June,6,2019,19,Shelby park,,13396,,,,,,,,,,
June,6,2019,19,name change,,13396,,,,,,,,,,
June,6,2019,19,application,,13396,,,,,,,,,,
June,6,2019,19,bao,,13396,,,,,,,,,,
June,6,2019,19,archives,,13396,,,,,,,,,,
June,6,2019,19,charter,,13396,,,,,,,,,,
June,6,2019,19,county clerk,,13396,,,,,,,,,,
June,6,2019,19,get new car title,,13396,,,,,,,,,,
June,6,2019,19,Nashville,,13396,,,,,,,,,,
June,6,2019,19,2020 pay plan,,13396,,,,,,,,,,
June,6,2019,19,short term rentals,,13396,,,,,,,,,,
June,6,2019,19,fire department,,13396,,,,,,,,,,
June,6,2019,19,collections,,13396,,,,,,,,,,
July,7,2019,19,civil service commission,,13396,,,,,,,,,,
July,7,2019,19,business tax license,,13396,,,,,,,,,,
July,7,2019,19,Bl2019-1659,,13396,,,,,,,,,,
July,7,2019,19,banner,,13396,,,,,,,,,,
July,7,2019,19,fire marshal,,13396,,,,,,,,,,
July,7,2019,19,fire department,,13396,,,,,,,,,,
July,7,2019,19,dog pound,,13396,,,,,,,,,,
July,7,2019,19,crossing guard,,13396,,,,,,,,,,
July,7,2019,19,hub,,13396,,,,,,,,,,
July,7,2019,19,road closures,,13396,,,,,,,,,,
July,7,2019,19,metro parks,,13396,,,,,,,,,,
July,7,2019,19,metro action,,13396,,,,,,,,,,
July,7,2019,19,open bids,,13396,,,,,,,,,,
July,7,2019,19,vote,,13396,,,,,,,,,,
August,8,2019,19,arrest record,,13396,,,,,,,,,,
August,8,2019,19,benefit board,,13396,,,,,,,,,,
August,8,2019,19,Alarm registration,,13396,,,,,,,,,,
August,8,2019,19,CENTENNIAL PARK,,13396,,,,,,,,,,
August,8,2019,19,car accident report,,13396,,,,,,,,,,
August,8,2019,19,farmers market,,13396,,,,,,,,,,
August,8,2019,19,education,,13396,,,,,,,,,,
August,8,2019,19,drug task force,,13396,,,,,,,,,,
August,8,2019,19,Drivers license,,13396,,,,,,,,,,
August,8,2019,19,deeds,,13396,,,,,,,,,,
August,8,2019,19,Dental,,13396,,,,,,,,,,
August,8,2019,19,metro parks,,13396,,,,,,,,,,
August,8,2019,19,music city center,,13396,,,,,,,,,,
August,8,2019,19,runoff election,,13396,,,,,,,,,,
August,8,2019,19,solid waste,,13396,,,,,,,,,,
August,8,2019,19,sex offenders,,13396,,,,,,,,,,
August,8,2019,19,Search Nashville.gov,,13396,,,,,,,,,,
August,8,2019,19,summer programs,,13396,,,,,,,,,,
August,8,2019,19,wanted,,13396,,,,,,,,,,
September,9,2019,19,building code,,13396,,,,,,,,,,
September,9,2019,19,bza,,13396,,,,,,,,,,
September,9,2019,19,assessor,,13396,,,,,,,,,,
September,9,2019,19,fingerprint,,13396,,,,,,,,,,
September,9,2019,19,Epermits,,13396,,,,,,,,,,
September,9,2019,19,jury duty,,13396,,,,,,,,,,
September,9,2019,19,sign permit,,13396,,,,,,,,,,
September,9,2019,19,parking,,13396,,,,,,,,,,
September,9,2019,19,plumbing permits,,13396,,,,,,,,,,
September,9,2019,19,MDHA,,13396,,,,,,,,,,
September,9,2019,19,Traffic court,,13396,,,,,,,,,,
September,9,2019,19,warrant search,,13396,,,,,,,,,,
October,10,2019,19,banner,,13396,,,,,,,,,,
October,10,2019,19,Court,,13396,,,,,,,,,,
October,10,2019,19,council members,,13396,,,,,,,,,,
October,10,2019,19,contract search,,13396,,,,,,,,,,
October,10,2019,19,Bulk,,13396,,,,,,,,,,
October,10,2019,19,bulk item pick up,,13396,,,,,,,,,,
October,10,2019,19,handicapped parking permit,,13396,,,,,,,,,,
October,10,2019,19,halloween,,13396,,,,,,,,,,
October,10,2019,19,hpr,,13396,,,,,,,,,,
October,10,2019,19,login,,13396,,,,,,,,,,
October,10,2019,19,divorce records,,13396,,,,,,,,,,
October,10,2019,19,DMV,,13396,,,,,,,,,,
October,10,2019,19,Media release,,13396,,,,,,,,,,
October,10,2019,19,open bids,,13396,,,,,,,,,,
October,10,2019,19,recycle locations,,13396,,,,,,,,,,
October,10,2019,19,self service,,13396,,,,,,,,,,
October,10,2019,19,vital records,,13396,,,,,,,,,,
October,10,2019,19,water quality,,13396,,,,,,,,,,
October,10,2019,19,trash pick up,,13396,,,,,,,,,,
October,10,2019,19,strp,,13396,,,,,,,,,,
November,11,2019,19,data,,13396,,,,,,,,,,
November,11,2019,19,criminal records,,13396,,,,,,,,,,
November,11,2019,19,crime,,13396,,,,,,,,,,
November,11,2019,19,copy of GED,,13396,,,,,,,,,,
November,11,2019,19,chicken permit,,13396,,,,,,,,,,
November,11,2019,19,bond,,13396,,,,,,,,,,
November,11,2019,19,Health Department,,13396,,,,,,,,,,
November,11,2019,19,judges,,13396,,,,,,,,,,
November,11,2019,19,General Sessions Court,,13396,,,,,,,,,,
November,11,2019,19,Opportunity now,,13396,,,,,,,,,,
November,11,2019,19,Parcel Viewer,,13396,,,,,,,,,,
November,11,2019,19,Name change,,13396,,,,,,,,,,
November,11,2019,19,office closed,,13396,,,,,,,,,,
November,11,2019,19,map,,13396,,,,,,,,,,
November,11,2019,19,pay property tax,,13396,,,,,,,,,,
November,11,2019,19,self service,,13396,,,,,,,,,,
November,11,2019,19,recycle locations,,13396,,,,,,,,,,
December,12,2019,19,Barry inauguration,,13396,,,,,,,,,,
December,12,2019,19,bulk item pickup,,13396,,,,,,,,,,
December,12,2019,19,2nd chance,,13396,,,,,,,,,,
December,12,2019,19,codes violations,,13396,,,,,,,,,,
December,12,2019,19,crime map,,13396,,,,,,,,,,
December,12,2019,19,child support,,13396,,,,,,,,,,
December,12,2019,19,docket,,13396,,,,,,,,,,
December,12,2019,19,notary application,,13396,,,,,,,,,,
December,12,2019,19,owner driver report form,,13396,,,,,,,,,,
December,12,2019,19,police organization chart,,13396,,,,,,,,,,
December,12,2019,19,immigration,,13396,,,,,,,,,,
December,12,2019,19,jury duty,,13396,,,,,,,,,,
December,12,2019,19,health department,,13396,,,,,,,,,,
December,12,2019,19,farmers market,,13396,,,,,,,,,,
December,12,2019,19,recycle centers,,13396,,,,,,,,,,
December,12,2019,19,rfp,,13396,,,,,,,,,,
January,1,2020,19,Budget,,13396,,,,,,,,,,
January,1,2020,19,business tax license,,13396,,,,,,,,,,
January,1,2020,19,clerk,,13396,,,,,,,,,,
January,1,2020,19,contracts,,13396,,,,,,,,,,
January,1,2020,19,assisted living,,13396,,,,,,,,,,
January,1,2020,19,Hub,,13396,,,,,,,,,,
January,1,2020,19,metro action,,13396,,,,,,,,,,
January,1,2020,19,Docket,,13396,,,,,,,,,,
January,1,2020,19,fences,,13396,,,,,,,,,,
January,1,2020,19,financial empowerment,,13396,,,,,,,,,,
January,1,2020,19,sewer maps,,13396,,,,,,,,,,
January,1,2020,19,pension self service,,13396,,,,,,,,,,
January,1,2020,19,traffic,,13396,,,,,,,,,,
March,3,2020,19,QUICK LINKS,,13396,,,,,,,,,,
March,3,2020,19,its,,13396,,,,,,,,,,
March,3,2020,19,jury duty,,13396,,,,,,,,,,
March,3,2020,19,Voting,,13396,,,,,,,,,,
March,3,2020,19,civil service commission,,13396,,,,,,,,,,
March,3,2020,19,executive order,,13396,,,,,,,,,,
March,3,2020,19,pool permits,,13396,,,,,,,,,,
March,3,2020,19,Tickets,,13396,,,,,,,,,,
March,3,2020,19,Summer camp,,13396,,,,,,,,,,
March,3,2020,19,contracts,,13396,,,,,,,,,,
March,3,2020,19,docket,,13396,,,,,,,,,,
March,3,2020,19,Fire,,13396,,,,,,,,,,
March,3,2020,19,real estate taxes,,13396,,,,,,,,,,
March,3,2020,19,interactive maps,,13396,,,,,,,,,,
March,3,2020,19,copy of police report,,13396,,,,,,,,,,
March,3,2020,19,Child support,,13396,,,,,,,,,,
March,3,2020,19,recent bookings,,13396,,,,,,,,,,
March,3,2020,19,business tax license,,13396,,,,,,,,,,
March,3,2020,19,Desegregation,,13396,,,,,,,,,,
March,3,2020,19,naza,,13396,,,,,,,,,,
March,3,2020,19,health policy plan,,13396,,,,,,,,,,
March,3,2020,19,rfp,,13396,,,,,,,,,,
February,2,2020,19,calender,,13396,,,,,,,,,,
February,2,2020,19,"<h1><a href=""//sklepbonito.pl"" title=""//sklepbonito.pl"">lumpeks online</a>",,13396,,,,,,,,,,
February,2,2020,19,fire department,,13396,,,,,,,,,,
February,2,2020,19,fairgrounds,,13396,,,,,,,,,,
February,2,2020,19,health,,13396,,,,,,,,,,
February,2,2020,19,forms,,13396,,,,,,,,,,
February,2,2020,19,Inmate locator,,13396,,,,,,,,,,
February,2,2020,19,social services,,13396,,,,,,,,,,
February,2,2020,19,tax records,,13396,,,,,,,,,,
February,2,2020,19,water main map,,13396,,,,,,,,,,
February,2,2020,19,W2,,13396,,,,,,,,,,
February,2,2020,19,Metro Parks,,13396,,,,,,,,,,
February,2,2020,19,reports,,13396,,,,,,,,,,
January,,2014,18,Ebid,,14335,,,,,,,,,,
January,,2014,18,public records,,14335,,,,,,,,,,
January,,2014,18,kiva,,14335,,,,,,,,,,
January,,2014,18,building permits,,14335,,,,,,,,,,
January,,2014,18,tax assessor,,14335,,,,,,,,,,
January,,2014,18,Media releases,,14335,,,,,,,,,,
January,,2014,18,leash law,,14335,,,,,,,,,,
January,,2014,18,housing,,14335,,,,,,,,,,
January,,2014,18,rfp,,14335,,,,,,,,,,
February,,2014,18,harpeth valley utility district,,14335,,,,,,,,,,
February,,2014,18,kiva,,14335,,,,,,,,,,
February,,2014,18,police dept,,14335,,,,,,,,,,
February,,2014,18,wic,,14335,,,,,,,,,,
February,,2014,18,codes department,,14335,,,,,,,,,,
February,,2014,18,metro 3,,14335,,,,,,,,,,
February,,2014,18,taxes,,14335,,,,,,,,,,
February,,2014,18,metro action,,14335,,,,,,,,,,
February,,2014,18,death certificate,,14335,,,,,,,,,,
February,,2014,18,police reports,,14335,,,,,,,,,,
March,,2014,18,payroll,,14335,,,,,,,,,,
March,,2014,18,sheriff,,14335,,,,,,,,,,
March,,2014,18,metro 3,,14335,,,,,,,,,,
March,,2014,18,accident reports,,14335,,,,,,,,,,
March,,2014,18,traffic accidents,,14335,,,,,,,,,,
March,,2014,18,food permit,,14335,,,,,,,,,,
March,,2014,18,police reports,,14335,,,,,,,,,,
April,,2014,18,Codes,,14335,,,,,,,,,,
April,,2014,18,public records,,14335,,,,,,,,,,
April,,2014,18,401(k),,14335,,,,,,,,,,
April,,2014,18,Warrants,,14335,,,,,,,,,,
April,,2014,18,summer camps,,14335,,,,,,,,,,
April,,2014,18,finance,,14335,,,,,,,,,,
April,,2014,18,recycle,,14335,,,,,,,,,,
April,,2014,18,police media release,,14335,,,,,,,,,,
April,,2014,18,restrooms,,14335,,,,,,,,,,
April,,2014,18,health department,,14335,,,,,,,,,,
April,,2014,18,Inmate search,,14335,,,,,,,,,,
April,,2014,18,taxes,,14335,,,,,,,,,,
April,,2014,18,marriage,,14335,,,,,,,,,,
May,,2014,18,brush pickup,,14335,,,,,,,,,,
May,,2014,18,sportsplex,,14335,,,,,,,,,,
May,,2014,18,Property maps,,14335,,,,,,,,,,
May,,2014,18,procurement,,14335,,,,,,,,,,
May,,2014,18,traffic incidents,,14335,,,,,,,,,,
June,,2014,18,birth certificates,,14335,,,,,,,,,,
June,,2014,18,warrant search,,14335,,,,,,,,,,
June,,2014,18,conservation overlay,,14335,,,,,,,,,,
June,,2014,18,community event request,,14335,,,,,,,,,,
June,,2014,18,mugshot,,14335,,,,,,,,,,
June,,2014,18,Inmate search,,14335,,,,,,,,,,
June,,2014,18,email,,14335,,,,,,,,,,
June,,2014,18,ess.nashville.gov,,14335,,,,,,,,,,
June,,2014,18,most wanted,,14335,,,,,,,,,,
June,,2014,18,ethics,,14335,,,,,,,,,,
June,,2014,18,summer program,,14335,,,,,,,,,,
July,,2014,18,trash pickup,,14335,,,,,,,,,,
July,,2014,18,jerry brown,,14335,,,,,,,,,,
July,,2014,18,job descriptions,,14335,,,,,,,,,,
July,,2014,18,sportsplex,,14335,,,,,,,,,,
July,,2014,18,Cumberland park,,14335,,,,,,,,,,
July,,2014,18,traffic tickets,,14335,,,,,,,,,,
July,,2014,18,map,,14335,,,,,,,,,,
July,,2014,18,tax assessor,,14335,,,,,,,,,,
July,,2014,18,arrest records by name,,14335,,,,,,,,,,
July,,2014,18,food stamps,,14335,,,,,,,,,,
July,,2014,18,arrest,,14335,,,,,,,,,,
July,,2014,18,Inmate search,,14335,,,,,,,,,,
July,,2014,18,vital records,,14335,,,,,,,,,,
July,,2014,18,data,,14335,,,,,,,,,,
July,,2014,18,active incidents,,14335,,,,,,,,,,
August,,2014,18,crime map,,14335,,,,,,,,,,
August,,2014,18,codes administration,,14335,,,,,,,,,,
August,,2014,18,Property maps,,14335,,,,,,,,,,
August,,2014,18,sample ballot,,14335,,,,,,,,,,
August,,2014,18,benefit board,,14335,,,,,,,,,,
August,,2014,18,community education,,14335,,,,,,,,,,
August,,2014,18,notary,,14335,,,,,,,,,,
September,,2014,18,google,,14335,,,,,,,,,,
September,,2014,18,warrant,,14335,,,,,,,,,,
September,,2014,18,sheriff,,14335,,,,,,,,,,
